Star,Con,RA,Dec,Type,Max,Min,Period,Chart,Class,Eclipse Duration
S,Equ,20 57,+05 05,,8,10.1,3.44,286.01,eclipsing,11
 , , , ,, , , , ,eclipsing, 
eta,Gem,06 15,+22 30,,3.1, ,2984,326.01,eclipsing, 
RW,Gem,06 02,+23 09,,9.5,11.8,2.87,1994Mar12,eclipsing,10
 , , , ,, , , , ,eclipsing, 
68u,Her,17 17,+33 06,,4.7,5.4,2.05,1971Aug27,eclipsing,14
Z,Her,17 58,+15 08,,7.3,8.2,3.99,1972Feb06,eclipsing,11
RX,Her,18 31,+12 37,,7.3,7.9,1.78,1972Jun12,eclipsing,6
 , , , ,, , , , ,eclipsing, 
SW,Lac,22 54,+37 56,,8.5,9.4,0.32,1987Nov,eclipsing,EW
AR,Lac,22 09,+45 45,,6.1,6.8,1.98,1971Feb13,eclipsing,7
CM,Lac,22 00,+44 33,,8.2,9.2,1.6,1987Nov,eclipsing,4
 , , , ,, , , , ,eclipsing, 
UV,Leo,10 38,+14 16,,8.9,9.6,0.6,1987Nov,eclipsing,3
AP,Leo,11 05,+05 09,,9.3,9.9,0.43,1987Nov,eclipsing,EW
 , , , ,, , , , ,eclipsing, 
Delta,Lib,15 01,-08 31,,4.9,5.9,2.33,1987Nov,eclipsing,13
 , , , ,, , , , ,eclipsing, 
NSV4031,Lyn,08 23,+45 28,,8,8.8, ,275.01,eclipsing, 
 , , , ,, , , , ,eclipsing, 
Beta ,Lyr,18 50,+33 22,,3.3,4.4,12.91,328.01,eclipsing,EB
TZ,Lyr,18 16,+41 07,,10.6,11.3,0.53,1987Nov,eclipsing,EB
 , , , ,, , , , ,eclipsing, 
V505,Mon,06 46,+02 30,,7.2,7.7,53.78,1971Aug22,eclipsing,EB
 , , , ,, , , , ,eclipsing, 
U,Oph,17 17,+01 13,,5.8,6.6,1.68,1971Dec12,eclipsing,6
V451,Oph,18 29,+10 53,,7.9,8.5p,2.2,1972Jun12,eclipsing,6
V566,Oph,17 57,+04 59,,7.5,8,0.41,1972Jun11,eclipsing,EW
 , , , ,, , , , ,eclipsing, 
ER,Ori,05 11,-08 33,,9.3,10,0.42,1987Nov,eclipsing,EW
 , , , ,, , , , ,eclipsing, 
EE,Peg,21 40,+09 11,,6.9,7.5,2.63,245.01,eclipsing,6
 , , , ,, , , , ,eclipsing, 
Beta ,Per,03 08,+40 57,,2.1,3.4,2.87,327.01,eclipsing,10
Z,Per,02 40,+42 12,,9.7,12.4p,3.06,1994Mar12,eclipsing,10
DM,Per,02 26,+56 06,,7.9,8.6,2.73,1972Apr09,eclipsing,11
IQ,Per,04 00,+48 09,,7.7,8.7,1.74,246.01,eclipsing,5
IZ,Per,01 32,+54 01,,7.8,9,3.69,1972Feb14,eclipsing,11
 , , , ,, , , , ,eclipsing, 
SZ,Psc,23 13,+02 41,,7.2,7.7,3.97,1972Jun11,eclipsing,10
 , , , ,, , , , ,eclipsing, 
U,Sge,19 19,+19 37,,6.5,9.3,3.38,287.01,eclipsing,14
 , , , ,, , , , ,eclipsing, 
Lambda,Tau,04 01,+12 29,,3.4,3.9,3.95,1993Oct22,eclipsing,14
RW,Tau,04 04,+28 08,,8,11.2,2.77,1984Dec18,eclipsing,9
BV,Tau,05 39,+22 55,,11.7,12.4p,0.93,1985Jan31,eclipsing,EB
CD,Tau,05 18,+20 08,,6.8,7.3,3.44,1972Feb04,eclipsing,7
HU,Tau,04 38,+20 41,,5.9,6.7,2.06,247.01,eclipsing,7
 , , , ,, , , , ,eclipsing, 
X,Tri,02 01,+27 53,,8.9,11.3,0.97,1982Jan01,eclipsing,4
 , , , ,, , , , ,eclipsing, 
W,UMa,09 44,+55 57,,7.8,8.5,0.33,248.01,eclipsing,EW
TX,UMa,10 45,+45 34,,7.1,8.8,3.06,288.01,eclipsing,9
 , , , ,, , , , ,eclipsing, 
Z,Vul,19 22,+25 34,,7.3,8.9,2.45,255.01,eclipsing,11

Z,And,23 34,+48 49,ZAND,7.7,11.3V,,95.02,cataclysmic
DX,And,23 30,+43 44,UGSS,11,15.5V,0.440502d,AAVSO ,cataclysmic
EG,And,00 45,+40 41,ZAND+E,6.97,7.8V,482.57d,72.02,cataclysmic
HP,And,00 19,+41 28,UG:,10.5,18.4V,,AAVSO,cataclysmic
LL,And,00 41,+26 37,UGWZ,12.6,20.0V,0.055055d,AAVSO,cataclysmic
LS,And,00 32,+41 58,UGWZ:,11.7,20.2B,,116.02,cataclysmic
PQ,And,02 29,+40 03,UGWZ+ZZ/GWLIB,10.1,19.2V,0.0560d,AAVSO,cataclysmic
RX,And,01 04,+41 18,UGZ,10.3,15.1,0.209893d,1.04,cataclysmic
V402,And,00 11,+30 33,UGSU,15.5,<20.0B,,239.02,cataclysmic
3C 66A,And,02 23,+43 02,BLLAC,14,15.8,,309.01,cataclysmic
ASASSN-15po,And,00 37,+21 51,UGWZ,13.7,21.5V,0.05045d,AAVSO,cataclysmic
CI,Aql,18 52,-01 28,NR+E,8.7,16.3V,0.6183609d,260.01,cataclysmic
ES,Aql,19 32,-00 12,RCB,11.5,<17.7V,,AAVSO,cataclysmic
KX,Aql,19 34,+14 18,UGSU,12.5p,18.4V,0.06035d,AAVSO,cataclysmic
UU,Aql,19 57,-09 19,UGSS,11,17.0V,0.163532d,2.02,cataclysmic
V603,Aql,18 49,+00 35,NA,-1.4,12.4V,0.13820103d,AAVSO,cataclysmic
V725,Aql,19 57,+10 50,UGSU,13.7,16.2p,0.0944d,AAVSO,cataclysmic
V1413,Aql,19 04,+16 26,ZAND+E,10.6,15.1V,434.1d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
U,Aqr,22 03,-16 38,RCB,10.5,18.2V,37.5d,AAVSO,cataclysmic
VY,Aqr,21 12,-08 50,UGSU,10,17.52V,0.06309d,179.02,cataclysmic
Markarian 509,Aqr,20 44,-10 43,AGN,14,15,,JT 820321,cataclysmic
,,,,,,,,,cataclysmic
SV,Ari,03 25,+19 50,UGWZ,14.0:,22.1V,,AAVSO,cataclysmic
TT,Ari,02 07,+15 18,NL/VY,10.2,16.5V,0.137551d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
AB,Aur,04 56,+30 33,UXOR/ROT,6.7,8.4,6.551d,301.01,cataclysmic
SS,Aur,06 13,+47 44,UGSS,10.3,16.8V,0.1828d,3.03,cataclysmic
V654,Aur,07 29,+36 59,AM,19.5,20.7V,0.104d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
UZ,Boo,14 44,+22 01,UGWZ,11.5,20.2V,,AAVSO,cataclysmic
SDSS J150441.76+084752.6,Boo,15 05,+08 48,CV,18,19.1V,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
Z,Cam,08 25,+73 07,UGZ,10,14.5,0.289841d,4.03,cataclysmic
XX,Cam,04 09,+53 22,RCB:,8.09,9.8B,,68.02,cataclysmic
S5 0716+71,Cam,07 22,+71 21,BLLAC,12,15,,310.01,cataclysmic
,,,,,,,,,cataclysmic
AK,Cnc,08 55,+11 20,UGSU,13,<17.0,0.0651d,AAVSO,cataclysmic
EG,Cnc,08 43,+27 52,UGWZ,11.9,19.2V,0.05997d,AAVSO,cataclysmic
GY,Cnc,09 10,+18 50,UGSU+E,12.5,17.8,0.1754424988d,268.01,cataclysmic
SY,Cnc,09 01,+17 54,UGZ,11,14.0V,0.3823753d,AAVSO,cataclysmic
YZ,Cnc,08 11,+28 08,UGSU,10.5,16.3V,0.0868d,AAVSO,cataclysmic
OJ+287,Cnc,08 55,+20 07,BLLAC,12.7,17.0V,,251.02,cataclysmic
,,,,,,,,,cataclysmic
TX,CVn,12 45,+36 46,ZAND+ELL,9.34,10.28V,199.75d,78.02,cataclysmic
NGC 4151,CVn,12 11,+39 25,SEYFERT,10.8,12.7,,297.01,cataclysmic
,,,,,,,,,cataclysmic
AQ,CMi,07 15,+08 49,UGSU,13.9,19.2V,0.0649d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
Gamma,Cas,00 57,+60 43,GCAS,1.6,3,,64.01,cataclysmic
DK,Cas,00 18,+57 26,UGSS,15.3,19.5p,(96d:),257.01,cataclysmic
HT,Cas,01 10,60.04,UGSU+E,12.6,19.32V,0.0736472031d,AAVSO,cataclysmic
UV,Cas,23 02,+59 37,RCB,11.8,16.5p,,61.02,cataclysmic
V452,Cas,00 52,+53 52,UGSU,14.5,19.5V,0.0857d,118.03,cataclysmic
V630,Cas,23 49,+51 28,UG,12.3,17.1p,2.56387d,185.02,cataclysmic
V635,Cas,01 18,+63 44,HMXB/XP+BE,14.5,16.3V,24.3d,AAVSO,cataclysmic
NSV 15133,Cas,00 37,+59 41,GCAS,10.3,11.8V,,298.01,cataclysmic
,,,,,,,,,cataclysmic
V730,Cep,22 54,+58 54,ISA,12.8,15.9V,,272.01,cataclysmic
NSV 25966,Cep,22 51,+63 28,CV:,,,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
WX,Cet,01 17,-17 56,UGSU,9.5,18.0p,0.058261d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
W,Com,12 22,+28 14,BLLAC,11.5,17.0B,,148.03,cataclysmic
AL,Com,12 33,+14 21,UGWZ,12.9,19.8V,0.056668d,AAVSO,cataclysmic
GO,Com,12 57,+26 37,UGSU ,13.1,20.0p,"0,.0658d",AAVSO,cataclysmic
IR ,Com,12 40,+21 08,UGSU+E,13.4,18.5V,0.0870386279d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
R,CrB,15 48,+28 09,RCB,5.7,15.2V,,41.04,cataclysmic
T,CrB,15 59,+25 55,NR,2,10.8,227.6d,25.03,cataclysmic
,,,,,,,,,cataclysmic
TT,Crt,11 35,-11 46,UG,12.5,15.3V,0.26842d,191.02,cataclysmic
,,,,,,,,,cataclysmic
P,Cyg,20 18,+38 02,SDOR,3,6,,1972Jul29,cataclysmic
BF,Cyg,19 24,+29 40,ZAND,9.1,13.5V,755d,88.04,cataclysmic
CH,Cyg,19 25,+50 15,ZAND+SR,5.6,10.1V,,89.03,cataclysmic
CI,Cyg,19 50,+35 41,ZAND+E,9,12.3V,852.98d,6.02,cataclysmic
EM,Cyg,19 39,+30 31,UGZ+E,11.9,14.4p,0.29090913d,216.02,cataclysmic
EY,Cyg,19 55,+32 22,UGSS,11.4,15.5V,,AAVSO,cataclysmic
SS,Cyg,21 43,+43 35,UGSS,7.7,12.4V,0.27513d,5.03,cataclysmic
V337,Cyg,20 00,+39 14,UGSU,14.4,20p,,AAVSO,cataclysmic
V404,Cyg,20 24,+33 52,LMXB/XN,11.2,18.8V,6.64714d,AAVSO,cataclysmic
V482,Cyg,19 59,+33 58,RCB,10.65,<14.5V,,AAVSO,cataclysmic
V542,Cyg,19 49,+58 30,UGSS,13,18.3p,0.1815d,AAVSO,cataclysmic
V632,Cyg,21 36,+40 25,UGSU,12.6,17.5p,0.06377d,AAVSO,cataclysmic
V795,Cyg,19 34,+31 32,UGSS,13.4,<17.9p,0.181299 d,AAVSO,cataclysmic
V1016,Cyg,19 57,+39 49,NC+M,10.05,17.5B,,92.01,cataclysmic
V1028,Cyg,20 01,+56 56,UGSU,12.7,19.5V,,AAVSO,cataclysmic
V1057,Cyg,20 59,+44 15,FUOR,10.3,16.5B,,AAVSO,cataclysmic
V1251,Cyg,21 41,+48 39,UGSU,12.5,20.3V,0.07433d,AAVSO,cataclysmic
V1316,Cyg,20 12,+42 46,UGSU,15,17.6C,,249.01,cataclysmic
V1329,Cyg,20 51,+35 34,NC+E,12.1,18.0B,958.0d,93.01,cataclysmic
V1363,Cyg,20 06,+33 43,UG:,13.5,18.0V,,176.02,cataclysmic
V1454,Cyg,19 54,+35 19,UGSU,13.9,20.5V,0.0565d,AAVSO,cataclysmic
V2176,Cyg,19 27,+54 18,UGWZ,13.4,<20.0V,,241.01,cataclysmic
NSV 25747,Cyg,21 41,+31 20,UG:,12.8,18.0V,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
HR,Del,20 42,+19 10,NB,3.5,12.1V,0.214165d,333.01,cataclysmic
,,,,,,,,,cataclysmic
AB,Dra,19 49,+77 45,UGZ,4,15.8V,0.1520d,7.04,cataclysmic
AG,Dra,16 02,+66 48,ZAND,7.9,10.3V,548.65d,80.03,cataclysmic
DO,Dra,11 44,+71 41,UG/DQ,10,16.9V,0.165374d,AAVSO,cataclysmic
DV,Dra,18 17,+50 48,UGWZ,15,22.2V,0.05883d,263.01,cataclysmic
KV,Dra,14 51,+64 03,UGSU,11.8,17.1V,0.05876d,264.01,cataclysmic
V529,Dra,18 42,+48 37,UGWZ,12,20.6V,0.07168d,AAVSO,cataclysmic
RX J1715.6+6856,Dra,17 16, +68 57,UGSU,15.8,18.7CR,0.0683d,AAVSO,cataclysmic
RX J1831+6511,Dra,18 32,+65 12,UG,14,16,,AAVSO,cataclysmic
SDSS J150137.22+550123.4,Dra,15 02,+55 01,UGSU+E,14.6C,19.2V,0.0568412623d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
U,Gem,07 55,+22 00  ,UGSS+E,8.2,14.9,0.1769061 d,8.04,cataclysmic
AW,Gem,07 23,+28 30,UGSU,12.9,19.4V,0.07621d,AAVSO,cataclysmic
CI,Gem,06 30,+22 19,UGSU,14.7,<18.0p,,265.01,cataclysmic
IR,Gem,06 48,+28 05,UGSU,11.2,18.7V,0.0684d,42.02,cataclysmic
,,,,,,,,,cataclysmic
AH,Her,16 44,+25 15,UGZ,10.9,14.7V,0.258116d,9.04,cataclysmic
AM,Her,16 16,+49 52,AM,12.3,15.7,0.128927d,293.01,cataclysmic
AO,Her,17 36,+50 25,RCB,10.7,<19.6:V,,AAVSO,cataclysmic
YY,Her,18 15,+20 59,ZAND,11.1,<14.0B,589.5d,84.01,cataclysmic
V443,Her,18 23,+23 27,ZAND,11.42,11.72V,599.4d,86.01,cataclysmic
V478,Her,17 21,+23 40,UG,15.4,18.0V,0.629049d,259.01,cataclysmic
V589,Her,16 22,+19 22,UGSU,14.1,19.0CV,,266.01,cataclysmic
V592,Her,16 31,+21 17,UGWZ,12.3,21.4V,0.0561d,AAVSO,cataclysmic
V660,Her,17 42,+23 49,UGSU,14.2V,18.7V,0.07826d,237.01,cataclysmic
V844,Her,16 25,+39 09,UGSU,12.5,17.5B,0.054643d,AAVSO,cataclysmic
V884,Her,18 02,+18 05,AM,12.97,17.7V,0.078480d,314.01,cataclysmic
V1008,Her,18 05,+31 40,UG,13.5B,18.5CV,,238.01,cataclysmic
V1108,Her,18 39,+26 04,UGWZ,12.0V,<17.1V,0.05672d,AAVSO,cataclysmic
V1117,Her,16 39,+09 48,IS,12.3,<13.9V,,AAVSO,cataclysmic
ASASSN-15ax,Her,17 30,+45 17,UGWZ,13.8,21.5V,,AAVSO,cataclysmic
FSVJ1722+2723,Her,17 23,+27 24,UGWZ:,?,21.0V,,,cataclysmic
,,,,,,,,,cataclysmic
EX ,Hya,12 52,-29 15,UG/DW+E,10,14.3V,0.068234d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
AY,Lac,22 22,+50 24,NR/UGWZ,14.5,<20.0V,,AAVSO,cataclysmic
BL,Lac,22 03,+42 17,BLLAC,12.4,17.2B,,242.01,cataclysmic
,,,,,,,,,cataclysmic
U,Leo,10 24,+14 00,N:,9.5,<14.0V,,300.01,cataclysmic
X,Leo,09 51,+11 53,UGSS,11.8,17.2V,0.1644d,10.02,cataclysmic
HM,Leo,09 39,+07 15,UG,12.9v,17.0V,0.1868d,AAVSO,cataclysmic
RZ,Leo,11 37,+01 49,UGWZ ,11.5,19.2V,0.076038d,AAVSO,cataclysmic
SDSS J112619.45+084650.8,Leo,11 26,+08 47,UGWZ,14.7,21.8V,0.05423d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
SS,LMi,10 34,+31 08,UGWZ,15,22.2V,0.05572d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
EZ,Lyn,08 05,+51 04,UGWZ+E+ZZ/GWLIB,12,18.2V,0.0590048d,AAVSO,cataclysmic
FH,Lyn,08 13,+45 28,UGSS,15.3,18.1CR,0.289d,AAVSO,cataclysmic
SU,Lyn,06 43,+55 31,ZAND+SRB,9.6,10.5p,126d,342.01,cataclysmic
SDSS J074716.81+424849.0,Lyn,07 47,+42 49,NL,16.8,18.2V,,AAVSO,cataclysmic
SDSS J081610.84+453010.2,Lyn,08 16,+45 30,UG+E,15.8,20,0.2096d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
AY,Lyr,18 44,+38 00,UGSU,12.5,18.4B,,11.02,cataclysmic
DM,Lyr,18 59,+30 16,UGSU,13.6,18.0p,0.065409d,AAVSO,cataclysmic
HR,Lyr,18 53,+29 13,N,6.5,17.0B,,AAVSO,cataclysmic
MV,Lyr,19 07,+44 01,NL/VY,12.2,18.0B,0.1329d,AAVSO,cataclysmic
V358,Lyr,18 59,+42 24,UGWZ,15.7,<23.2V,,AAVSO,cataclysmic
V493,Lyr,19 02,+42 54,UG,13.2,<17.2p,,AAVSO,cataclysmic
V742,Lyr,18 38,+47 23,RCB,11.5,<17.5V,,AAVSO,cataclysmic
ASASSN-14jv,Lyr,18 53,+42 04,UGWZ,11.3,19.3V,0.05442d,AAVSO,cataclysmic
TCP J18154219+3515598,Lyr,18 16,+35 16,UGWZ,11.6,19.3V,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
BX,Mon,07 25,-03 35 ,ZAND,9.5,12.5V,1259d,76.02,cataclysmic
V616,Mon,06 23,-00 21,LMXB/XN+ELL,11,18.3V,0.323014d,AAVSO,cataclysmic
V651,Mon,07 09,-00 48,Unique,11.29,15.28V,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
RS,Oph,17 50,-06 43,NR+LB,4.3,12.5V,453.6d,24.02,cataclysmic
V2110,Oph,17 40,-22 44,NC+SR,12,22,192.8d,,cataclysmic
V2204,Oph,18 26,+11 55,TTS/ROT:,13.8,<14.6V,2.2635d,AAVSO,cataclysmic
V2487,Oph,17 32,-19 14,NR,9.5,17.5V,,AAVSO,cataclysmic
SDSS J172929.47+005404.3,Oph,17 29,+00 54,UGWZ,12.4,21.4V,0.05973d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
CN,Ori,05 52,-05 25,UGSS,11,16.2V,0.163199d,12.03,cataclysmic
CZ,Ori,06 17,+15 24,UGSS,12.1,17.6V,0.2189d,13.03,cataclysmic
V650,Ori,05 31,+09 45,UG:,15.5,<17.5p,,256.01,cataclysmic
V2828,Ori,06 20,+19 27,UGWZ,12.8,20.5V,,,cataclysmic
,,,,,,,,,cataclysmic
AG,Peg,21 51,+12 38,ZAND+R,6,9.4V,816.5d,94.02,cataclysmic
EF,Peg,21 15,+14 04,UGSU,10.7,18.5V,0.0837d,AAVSO,cataclysmic
IP,Peg,23 23,+18 25,UG+E,12,18.6B,0.158206d,186.04,cataclysmic
RU,Peg,22 14,+12 42   ,UGSS +ZZ,9,13.0V,0.3746d,14.03,cataclysmic
V476,Peg,21 55,+35 70,UGSU,14,18.1B,0.0637,AAVSO,cataclysmic
1RXS J213807.1+261958,Peg,21 38,+26 20,UGWZ,8.8,16.3V,0.05452d,AAVSO,cataclysmic
PNV J21581852+2419246,Peg,21 58,+24 19,UGSU,14.1,19.8CR,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
X,Per,03 55,+31 03,GCAS+HMXB+XP,6.02,6.83V,250.3d,277.01,cataclysmic
AX,Per,01 36,+54 16 ,ZAND+E,9.5,12.8V,680.83d,73.02,cataclysmic
DY,Per,02 35,+56 09,RCB/DYPER,10.5,16.0V,,AAVSO,cataclysmic
GK,Per,03 31,+43 54,NA/DQ+UG,0.2,14V,1.886803d,130.03,cataclysmic
QY,Per,03 16,+42 28,UGSU ,14,<20.0p,,AAVSO,cataclysmic
TZ,Per,02 14,+58 23,UGZ,12,15.6V,0.262906d,15.03,cataclysmic
UV,Per,02 10,+57 11,UGSU,11,18.2V,0.06489d,16.04,cataclysmic
UW,Per,02 12,+57 06,UG:,14.9,17.5:V,,AAVSO,cataclysmic
V336,Per,03 23,+41 37,UGSS,15.0CV,19.8V,,267.01,cataclysmic
V518,Per,04 22,+32 54,LMXB/XN,13.15,<22.4V,0.21216d,AAVSO,cataclysmic
NSV 895,Per,02 42,+43 21 ,UG or SN?,11.7,<20p,,AAVSO,cataclysmic
NGC 1275,Per,03 20,+41 31,SEYFERT,,,,296.01,cataclysmic
,,,,,,,,,cataclysmic
EI,Psc,23 30,+06 28,UGSU,12.5,16.5V,0.044567d,AAVSO,cataclysmic
HY,Psc,23 04,+01 07,UGSU,14.2,18.5CV,0.076743d,AAVSO,cataclysmic
XY,Psc,01 10,+03 33,UGSU,13.1,21.1V,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
V,Sge,20 20,+21 06,CBSS/V+E,8.6,13.9,0.514195d,AAVSO,cataclysmic
AW,Sge,19 59,+16 41,UGSU,14,<19.6V,0.0724d,AAVSO,cataclysmic
FG,Sge,20 12,+20 20 ,FF,8.7,23.0V,,203.02,cataclysmic
HM,Sge,19 42,+16 45,NC+M,11.1,18.1B,535d,90.01,cataclysmic
QW,Sge,19 46,+18 37,ZAND,11,12.8V,517d,91.01,cataclysmic
RZ,Sge,20 03,+17 03,UGSU,12.3,17.7V,0.0682803d,AAVSO,cataclysmic
SV,Sge,19 08,+17 38,RCB,10.3,16.5V,56.64d,71.02,cataclysmic
WZ,Sge,20 08,+17 42 ,UGWZ+E+ZZ,7,15.3B,0.056687846d,23.01,cataclysmic
,,,,,,,,,cataclysmic
U,Sco,16 23,-17 52,NR+E,7.5,19.3V,1.2305522d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
EU,Sct,18 56,-04 13,NA,8.3pv,17.4V,,AAVSO,cataclysmic
FS,Sct,18 58,-05 25,N,10.1,19.3p,,AAVSO,cataclysmic
Lanning-17,Sct,18 23,-04 37,?,18.8,?,,234.01,cataclysmic
NSV 24587,Sct,18 44,-05 00,N:,8,<22.0V,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
FG,Ser,18 15,-00 19,ZAND+R,9.6,12.4V,633.5d,85.03,cataclysmic
,,,,,,,,,cataclysmic
SDSS J103533.03+055158.4,Sex,10 36,+05 52,UG+E,15.5,19.1B,0.0570067d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
T,Tau,04 22,+19 32,CTTS/ROT,9.3,13.5V,2.81d,351.01,cataclysmic
BU,Tau,03 49,+24 08,GCAS+LERI+SPB,4.83,5.38V,12630d,1983Oct03,cataclysmic
BW (3C120),Tau,04 33, +05 21,AGN,13.7B,16.4B,,320.01,cataclysmic
RR,Tau,05 40,+26 22,UXOR,10.2,14.3V,,AAVSO,cataclysmic
SU,Tau,05 49,+19 04,RCB,9.1,18.0V,44.68d,17.03,cataclysmic
V701,Tau,03 44,+21 57,UGSU,14.1,<21.1V,,AAVSO,cataclysmic
NSV 2026,Tau,05 30,+18 48,UGSU,13.2,18.0CV,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
UW,Tri,02 45,+33 31 ,UGWZ,14.5,22.4V,0.05334d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
BC,UMa,11 52,+49 15,UGWZ,10.9,18.7V,0.06261d,AAVSO,cataclysmic
BZ,UMa,08 54,+57 49,UGSU,10.5,15.3B,0.06799d,AAVSO,cataclysmic
CH,UMa,10 07,+67 33,UG,10.6,16.0B,0.34318d,20.02,cataclysmic
DV,UMa,09 47,+44 47 ,UGSU+E,14,19.8B,0.08585d,AAVSO,cataclysmic
ER,UMa,09 47,+51 54,UGER,12.4,15.2V,0.06366d,AAVSO ,cataclysmic
SU,UMa,08 12,+62 37,UGSU,10.8,16.0V,0.07635d,18.03,cataclysmic
SW,UMa,08 37,+53 29,UGSU,9.7,16.5,,19.03,cataclysmic
Markarian 421,UMa,11 05,+38 12,BLLAC,12.2,14,,243.01,cataclysmic
SDSS J093249.57+472523.0,UMa,09 32,+47 25,UGSU+E,14.9,20.9CV,0.06630d,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
Z,UMi,15 02,+83 03,RCB,10.8,19.0V,,250.01,cataclysmic
FBS 1719+834,UMi,17 13,+83 19,UG:,14,<20.0B,,AAVSO,cataclysmic
FBS1735+825,UMi,17 30,+82 27,UG:,14,<20.0B,,AAVSO,cataclysmic
,,,,,,,,,cataclysmic
HV,Vir,13 21,+01 54,UGWZ,11.5,19.9V,0.057069d,AAVSO,cataclysmic
3C 273,Vir,12 29,+02 03,AGN,12.4,13.2,,244.01,cataclysmic
3C 279,Vir,12 53,-05 31,QSO,11,18.0p,,151.02,cataclysmic
,,,,,,,,,cataclysmic
PU,Vul,20 21,+21 34,NC,8.7,16.6p,,52.01,cataclysmic
TY,Vul,20 42,+25 35,UGSU,14.00p,19.9V,0.0778d,AAVSO,cataclysmic